hero_1,hero_2,games,winrate
96,128,195,0.3333333333333333
47,126,360,0.6111111111111112
77,96,10,0.0
76,91,130,0.6153846153846154
81,91,125,0.48
90,102,140,0.6071428571428571
19,45,265,0.5660377358490566
19,74,1235,0.4048582995951417
19,113,225,0.4444444444444444
74,113,480,0.5208333333333334
89,95,30,0.8333333333333334
89,129,145,0.41379310344827586
75,109,215,0.5581395348837209
109,129,315,0.3968253968253968
15,126,480,0.5
72,104,645,0.35658914728682173
100,123,355,0.5492957746478874
10,107,180,0.5833333333333334
53,107,245,0.5306122448979592
53,120,455,0.46153846153846156
34,74,440,0.36363636363636365
34,109,135,0.3333333333333333
34,111,135,0.37037037037037035
42,109,270,0.5740740740740741
81,113,155,0.4838709677419355
81,123,260,0.6153846153846154
25,34,245,0.4489795918367347
70,111,280,0.6428571428571429
28,111,265,0.5283018867924528
23,42,390,0.48717948717948717
23,65,150,0.4666666666666667
25,112,515,0.5242718446601942
68,112,170,0.47058823529411764
38,77,80,0.4375
77,82,45,0.7777777777777778
77,107,35,0.8571428571428571
77,112,55,0.6363636363636364
82,107,145,0.7931034482758621
82,112,180,0.5833333333333334
21,89,200,0.35
69,89,175,0.5428571428571428
89,110,150,0.4
48,107,215,0.3953488372093023
84,107,360,0.5694444444444444
64,109,285,0.5087719298245614
82,87,325,0.5384615384615384
84,109,470,0.5212765957446809
17,107,225,0.4222222222222222
20,81,265,0.32075471698113206
81,107,70,0.35714285714285715
96,98,15,0.3333333333333333
4,49,215,0.5116279069767442
15,59,415,0.5783132530120482
18,48,110,0.4090909090909091
18,52,195,0.38461538461538464
57,62,135,0.5185185185185185
114,121,405,0.5802469135802469
94,96,270,0.5555555555555556
94,126,370,0.4864864864864865
94,136,160,0.5
96,136,140,0.6785714285714286
32,33,80,0.625
32,102,145,0.5862068965517241
33,38,215,0.4883720930232558
33,52,90,0.5
33,102,60,0.75
17,44,630,0.4444444444444444
37,110,435,0.5057471264367817
70,96,360,0.4166666666666667
20,90,240,0.5625
7,121,390,0.5769230769230769
23,94,175,0.5142857142857142
32,106,260,0.5769230769230769
96,100,250,0.44
53,92,80,0.3125
6,43,485,0.4020618556701031
43,65,110,0.5454545454545454
65,102,75,0.5333333333333333
46,107,270,0.5185185185185185
10,145,145,0.6206896551724138
6,51,435,0.45977011494252873
5,131,180,0.5833333333333334
41,131,325,0.4307692307692308
76,131,175,0.4857142857142857
58,59,155,0.5483870967741935
58,65,45,0.2222222222222222
58,104,335,0.582089552238806
67,72,170,0.5
85,155,140,0.42857142857142855
98,155,50,0.3
9,38,685,0.45985401459854014
38,95,150,0.7
95,108,125,0.48
67,137,470,0.574468085106383
79,100,135,0.5185185185185185
17,103,55,0.7272727272727273
60,103,40,0.625
60,145,275,0.509090909090909
73,103,95,0.631578947368421
70,138,130,0.5769230769230769
28,91,265,0.49056603773584906
42,91,595,0.5210084033613446
48,102,240,0.5625
4,7,560,0.5089285714285714
27,112,360,0.5277777777777778
52,94,255,0.49019607843137253
94,128,165,0.5151515151515151
75,87,530,0.4811320754716981
56,76,225,0.26666666666666666
41,126,635,0.5590551181102362
13,99,440,0.5
63,137,390,0.47435897435897434
29,108,125,0.44
9,55,105,0.5238095238095238
9,61,165,0.5454545454545454
102,131,65,0.23076923076923078
42,138,735,0.4965986394557823
51,64,180,0.5555555555555556
51,81,55,0.6363636363636364
31,53,685,0.49635036496350365
45,128,145,0.4827586206896552
16,76,230,0.5434782608695652
29,90,680,0.5294117647058824
12,62,425,0.5411764705882353
11,94,410,0.43902439024390244
32,94,165,0.6666666666666666
35,92,175,0.4857142857142857
44,92,180,0.3611111111111111
62,65,120,0.7916666666666666
6,90,410,0.43902439024390244
1,56,330,0.42424242424242425
43,56,240,0.5416666666666666
43,131,115,0.391304347826087
109,113,185,0.4594594594594595
109,120,225,0.3333333333333333
113,120,125,0.56
9,57,180,0.6111111111111112
3,68,80,0.375
3,109,125,0.44
68,109,200,0.325
73,155,250,0.52
26,77,200,0.55
39,77,105,0.19047619047619047
70,77,40,0.5
77,155,35,0.42857142857142855
39,51,525,0.4857142857142857
28,107,325,0.5538461538461539
107,128,130,0.46153846153846156
41,108,530,0.5094339622641509
61,97,320,0.546875
31,90,505,0.504950495049505
45,137,95,0.6842105263157895
20,76,400,0.4625
17,51,220,0.38636363636363635
51,114,325,0.47692307692307695
12,61,320,0.546875
45,59,225,0.5333333333333333
6,72,160,0.34375
39,76,260,0.5
72,76,205,0.34146341463414637
6,70,155,0.41935483870967744
1,70,230,0.3695652173913043
32,41,245,0.5306122448979592
45,83,55,0.36363636363636365
13,90,155,0.5806451612903226
10,51,180,0.5555555555555556
28,120,420,0.5238095238095238
36,89,400,0.6125
83,89,85,0.29411764705882354
4,32,195,0.5897435897435898
67,79,265,0.5849056603773585
76,79,125,0.56
10,85,460,0.5108695652173914
44,83,210,0.38095238095238093
63,91,290,0.5
91,97,300,0.5333333333333333
34,113,55,0.5454545454545454
34,126,90,0.5555555555555556
113,126,65,0.6153846153846154
15,66,50,0.4
47,66,65,0.6923076923076923
66,105,60,0.6666666666666666
11,66,90,0.6666666666666666
66,104,85,0.47058823529411764
66,111,15,0.3333333333333333
16,119,365,0.4246575342465753
83,91,75,0.4666666666666667
22,109,395,0.4430379746835443
38,120,455,0.5384615384615384
8,56,390,0.358974358974359
56,68,375,0.4266666666666667
47,96,355,0.5352112676056338
96,131,160,0.40625
128,131,120,0.5
56,70,260,0.4423076923076923
70,137,280,0.4642857142857143
87,137,240,0.5416666666666666
56,62,300,0.5
56,80,95,0.6842105263157895
80,102,90,0.5
80,112,145,0.5517241379310345
102,112,85,0.4117647058823529
50,89,105,0.6666666666666666
89,123,255,0.6078431372549019
91,121,100,0.4
5,77,85,0.8235294117647058
77,95,15,0.6666666666666666
8,94,205,0.5365853658536586
16,94,415,0.5662650602409639
41,145,195,0.5897435897435898
69,155,220,0.5
105,155,265,0.4716981132075472
4,91,190,0.5789473684210527
50,137,190,0.47368421052631576
62,137,205,0.5365853658536586
17,46,410,0.4146341463414634
17,57,195,0.4358974358974359
52,85,395,0.5443037974683544
19,105,825,0.5151515151515151
58,74,275,0.5636363636363636
2,137,185,0.4594594594594595
51,135,150,0.6333333333333333
114,135,515,0.47572815533980584
52,57,150,0.5333333333333333
57,90,110,0.5909090909090909
3,47,160,0.5625
3,135,95,0.3684210526315789
3,83,50,0.5
38,90,515,0.49514563106796117
90,136,205,0.5121951219512195
34,55,70,0.21428571428571427
55,96,20,0.25
55,109,45,0.2222222222222222
96,109,115,0.43478260869565216
90,97,450,0.6
7,60,685,0.583941605839416
101,137,370,0.43243243243243246
22,92,180,0.6944444444444444
12,73,525,0.580952380952381
4,41,250,0.46
16,103,40,0.5
25,103,120,0.375
97,103,60,0.5833333333333334
36,108,595,0.4789915966386555
108,123,430,0.46511627906976744
85,94,465,0.6021505376344086
60,98,40,0.625
113,138,195,0.5128205128205128
61,67,275,0.509090909090909
61,87,180,0.5
10,69,620,0.3951612903225806
80,96,115,0.43478260869565216
20,50,180,0.4444444444444444
51,128,100,0.3
17,119,400,0.4125
12,44,110,0.4090909090909091
3,59,205,0.3902439024390244
3,80,60,0.4166666666666667
59,80,130,0.5769230769230769
81,137,90,0.5555555555555556
81,138,185,0.5405405405405406
19,114,775,0.3741935483870968
48,136,330,0.6212121212121212
68,136,235,0.5106382978723404
33,112,55,0.45454545454545453
34,65,145,0.4482758620689655
35,65,565,0.4690265486725664
18,91,190,0.6578947368421053
40,91,400,0.5
91,112,105,0.5238095238095238
91,120,280,0.5714285714285714
52,92,80,0.4375
3,37,115,0.43478260869565216
3,93,445,0.5842696629213483
3,120,190,0.5526315789473685
47,77,80,0.3125
53,77,80,0.25
77,126,25,0.4
34,39,270,0.35185185185185186
4,77,30,0.16666666666666666
68,77,50,0.2
68,80,140,0.4642857142857143
77,80,25,0.6
77,101,75,0.5333333333333333
53,61,280,0.4107142857142857
47,90,300,0.48333333333333334
8,70,115,0.34782608695652173
21,119,425,0.43529411764705883
57,60,100,0.55
95,113,110,0.6363636363636364
87,107,190,0.47368421052631576
107,155,90,0.5555555555555556
30,81,740,0.43243243243243246
65,81,90,0.5555555555555556
81,111,75,0.26666666666666666
61,109,175,0.4857142857142857
79,99,230,0.41304347826086957
34,131,140,0.42857142857142855
13,87,455,0.43956043956043955
13,98,145,0.4827586206896552
87,145,265,0.5849056603773585
98,145,160,0.25
102,109,55,0.5454545454545454
4,18,135,0.5925925925925926
18,61,135,0.4074074074074074
51,107,45,0.5555555555555556
51,109,90,0.3888888888888889
42,60,750,0.5066666666666667
7,51,205,0.5853658536585366
25,51,380,0.5
67,135,510,0.5588235294117647
105,135,560,0.5535714285714286
23,52,130,0.6153846153846154
23,66,50,0.7
52,66,35,0.2857142857142857
76,102,140,0.4642857142857143
89,102,70,0.42857142857142855
56,91,210,0.30952380952380953
25,66,105,0.7142857142857143
25,89,320,0.484375
37,66,45,0.7777777777777778
66,89,20,0.5
46,62,425,0.49411764705882355
18,55,90,0.3888888888888889
55,120,70,0.5714285714285714
34,82,45,0.2222222222222222
56,82,170,0.5294117647058824
57,68,175,0.45714285714285713
56,135,340,0.5
16,57,190,0.6578947368421053
16,58,150,0.5333333333333333
57,58,45,0.4444444444444444
3,42,400,0.6125
3,90,90,0.5
28,96,85,0.4117647058823529
110,135,440,0.6136363636363636
23,121,150,0.5333333333333333
6,44,330,0.42424242424242425
54,95,105,0.5714285714285714
76,95,115,0.43478260869565216
3,38,225,0.4222222222222222
3,101,265,0.5094339622641509
19,38,585,0.41025641025641024
16,91,245,0.40816326530612246
32,91,115,0.391304347826087
32,136,205,0.4634146341463415
16,83,190,0.47368421052631576
59,107,170,0.4117647058823529
38,138,405,0.5432098765432098
51,96,125,0.48
8,48,235,0.3829787234042553
49,123,520,0.4423076923076923
110,123,470,0.5212765957446809
37,155,245,0.4489795918367347
37,92,110,0.6818181818181818
92,114,85,0.7647058823529411
83,114,230,0.4782608695652174
97,136,385,0.4935064935064935
45,100,175,0.6285714285714286
52,109,135,0.4444444444444444
52,119,190,0.47368421052631576
69,109,310,0.43548387096774194
109,119,140,0.35714285714285715
16,51,270,0.46296296296296297
13,126,70,0.5714285714285714
16,106,435,0.5287356321839081
20,32,325,0.5538461538461539
29,81,205,0.5121951219512195
29,43,420,0.5119047619047619
7,65,345,0.5362318840579711
6,138,275,0.41818181818181815
45,49,300,0.5833333333333334
75,121,235,0.48936170212765956
21,58,220,0.4318181818181818
30,58,260,0.5
52,58,100,0.3
3,29,395,0.5569620253164557
64,112,255,0.45098039215686275
100,108,335,0.4925373134328358
51,77,35,0.42857142857142855
77,84,100,0.4
77,104,75,0.5333333333333333
90,91,170,0.38235294117647056
61,69,395,0.4936708860759494
19,126,485,0.4845360824742268
68,126,505,0.5544554455445545
28,57,150,0.4666666666666667
56,79,155,0.4838709677419355
56,81,235,0.3829787234042553
79,81,100,0.6
19,137,205,0.4146341463414634
33,137,60,0.5
13,128,265,0.39622641509433965
95,119,105,0.6666666666666666
95,145,25,1.0
44,137,365,0.5205479452054794
102,137,115,0.6086956521739131
76,100,390,0.47435897435897434
100,112,195,0.5897435897435898
85,91,250,0.54
32,44,330,0.36363636363636365
32,47,430,0.45348837209302323
109,155,70,0.5
39,58,330,0.5606060606060606
58,106,160,0.625
12,78,130,0.5769230769230769
33,51,55,0.45454545454545453
33,78,35,0.0
51,78,45,0.4444444444444444
49,91,170,0.6176470588235294
49,109,90,0.5555555555555556
70,109,40,0.375
91,109,115,0.5217391304347826
50,79,80,0.5625
53,79,155,0.6451612903225806
78,82,70,0.7142857142857143
87,103,35,0.2857142857142857
10,45,200,0.575
33,65,65,0.5384615384615384
32,109,70,0.5
19,92,125,0.52
89,92,35,0.42857142857142855
37,87,360,0.5
34,119,130,0.38461538461538464
23,38,255,0.5490196078431373
23,50,130,0.5769230769230769
18,54,130,0.38461538461538464
44,72,210,0.23809523809523808
59,113,155,0.45161290322580644
107,113,110,0.4090909090909091
1,98,335,0.40298507462686567
120,126,315,0.36507936507936506
120,138,370,0.5540540540540541
12,70,95,0.3157894736842105
46,92,110,0.5909090909090909
92,112,85,0.6470588235294118
81,84,635,0.4881889763779528
33,74,495,0.47474747474747475
36,90,530,0.6320754716981132
44,98,245,0.42857142857142855
13,119,240,0.375
49,119,250,0.34
13,38,455,0.43956043956043955
45,60,260,0.4807692307692308
13,82,85,0.29411764705882354
70,93,230,0.5652173913043478
46,72,160,0.4375
46,98,270,0.5
65,97,275,0.5272727272727272
64,76,525,0.49523809523809526
80,92,85,0.6470588235294118
9,82,260,0.5384615384615384
82,108,170,0.5
80,137,110,0.36363636363636365
106,137,285,0.45614035087719296
18,58,80,0.5
58,64,165,0.45454545454545453
45,109,155,0.5161290322580645
23,61,100,0.55
6,79,325,0.5384615384615384
43,79,90,0.5
107,119,90,0.5555555555555556
44,155,235,0.40425531914893614
98,121,95,0.3157894736842105
49,51,165,0.48484848484848486
89,97,220,0.5681818181818182
89,120,135,0.5185185185185185
55,69,80,0.625
55,114,145,0.41379310344827586
2,78,70,0.35714285714285715
35,77,140,0.4642857142857143
75,77,85,0.29411764705882354
76,77,45,0.4444444444444444
19,100,460,0.42391304347826086
48,90,435,0.5287356321839081
79,88,165,0.42424242424242425
49,155,145,0.3793103448275862
57,82,130,0.5384615384615384
10,155,115,0.2608695652173913
121,155,100,0.45
50,76,150,0.4666666666666667
21,78,130,0.5384615384615384
78,120,120,0.5416666666666666
3,20,120,0.5416666666666666
20,65,175,0.4857142857142857
65,138,185,0.6216216216216216
44,46,220,0.45454545454545453
51,72,145,0.5517241379310345
51,85,165,0.5454545454545454
51,87,135,0.48148148148148145
72,82,130,0.5769230769230769
72,85,320,0.453125
39,80,190,0.5789473684210527
13,65,145,0.4827586206896552
65,90,170,0.5882352941176471
65,123,305,0.47540983606557374
45,89,75,0.5333333333333333
46,89,105,0.47619047619047616
4,58,110,0.5909090909090909
10,15,250,0.54
51,99,175,0.5428571428571428
82,83,110,0.45454545454545453
82,135,200,0.675
2,66,125,0.6
2,109,400,0.55
26,66,95,0.5263157894736842
66,71,140,0.5714285714285714
66,109,40,0.5
23,106,210,0.47619047619047616
121,136,170,0.5
13,114,400,0.3375
68,79,105,0.42857142857142855
100,111,150,0.4666666666666667
12,55,130,0.5769230769230769
55,86,290,0.6206896551724138
61,135,195,0.4358974358974359
64,135,705,0.48226950354609927
13,45,170,0.38235294117647056
13,95,105,0.5238095238095238
45,88,245,0.5714285714285714
45,95,80,0.4375
13,78,70,0.5
78,123,170,0.47058823529411764
94,114,240,0.4166666666666667
98,114,315,0.2698412698412698
98,119,100,0.4
98,136,115,0.30434782608695654
119,136,195,0.41025641025641024
85,109,200,0.375
112,119,105,0.5238095238095238
3,13,130,0.5
58,105,145,0.41379310344827586
22,76,580,0.4482758620689655
41,94,140,0.5357142857142857
135,138,280,0.5714285714285714
43,85,290,0.43103448275862066
56,155,195,0.5128205128205128
83,90,135,0.7777777777777778
10,100,400,0.4375
62,155,100,0.55
12,28,525,0.5047619047619047
113,129,300,0.48333333333333334
97,135,330,0.5
5,92,150,0.5333333333333333
92,96,70,0.6428571428571429
16,33,235,0.46808510638297873
33,62,120,0.375
56,92,120,0.625
20,109,200,0.525
4,8,295,0.6271186440677966
48,112,345,0.5217391304347826
110,112,245,0.5102040816326531
3,99,230,0.6086956521739131
3,128,105,0.5714285714285714
99,128,405,0.5185185185185185
49,54,760,0.47368421052631576
4,107,135,0.4074074074074074
13,91,190,0.2631578947368421
6,34,505,0.37623762376237624
34,36,330,0.3939393939393939
94,106,345,0.4782608695652174
15,34,270,0.42592592592592593
16,65,180,0.6944444444444444
51,65,105,0.6190476190476191
65,109,140,0.6071428571428571
92,113,85,0.47058823529411764
10,48,50,0.5
23,155,80,0.4375
67,82,295,0.5932203389830508
82,155,140,0.5
28,43,275,0.43636363636363634
10,72,105,0.2857142857142857
38,72,240,0.4375
72,90,125,0.4
15,53,535,0.45794392523364486
3,46,180,0.4444444444444444
3,75,175,0.6
96,104,165,0.5151515151515151
13,84,775,0.5096774193548387
13,102,180,0.4166666666666667
3,30,300,0.65
3,81,55,0.7272727272727273
80,81,75,0.4666666666666667
6,58,270,0.5185185185185185
70,128,295,0.3389830508474576
6,49,600,0.525
49,102,155,0.5161290322580645
10,65,190,0.5526315789473685
1,32,375,0.49333333333333335
3,5,130,0.5384615384615384
78,138,90,0.5
6,48,200,0.4
108,120,235,0.44680851063829785
34,61,85,0.23529411764705882
94,135,155,0.5161290322580645
47,138,505,0.5247524752475248
6,77,95,0.3684210526315789
71,77,175,0.34285714285714286
41,82,295,0.6440677966101694
83,107,60,0.4166666666666667
82,96,135,0.7407407407407407
13,59,100,0.5
58,102,55,0.6363636363636364
1,78,170,0.5588235294117647
50,78,85,0.6470588235294118
78,101,155,0.45161290322580644
78,106,85,0.5294117647058824
49,113,190,0.34210526315789475
59,89,210,0.6428571428571429
136,138,225,0.5555555555555556
28,138,555,0.5585585585585585
41,109,50,0.8
109,138,50,0.3
48,109,40,0.375
8,44,230,0.30434782608695654
68,95,190,0.6842105263157895
81,104,230,0.5217391304347826
20,53,450,0.4777777777777778
3,108,145,0.4827586206896552
102,108,100,0.35
33,129,190,0.42105263157894735
90,100,245,0.46938775510204084
60,91,310,0.4838709677419355
28,46,565,0.5132743362831859
65,76,120,0.5416666666666666
9,92,80,0.4375
90,92,80,0.625
15,83,250,0.52
23,120,135,0.5555555555555556
79,90,95,0.5263157894736842
79,129,265,0.4339622641509434
38,83,235,0.46808510638297873
4,155,130,0.46153846153846156
35,78,220,0.5227272727272727
58,96,90,0.3888888888888889
58,138,130,0.5
3,106,210,0.7380952380952381
17,59,205,0.3902439024390244
21,59,670,0.4253731343283582
31,45,350,0.5571428571428572
38,113,365,0.589041095890411
52,97,390,0.5512820512820513
59,96,310,0.3870967741935484
73,109,190,0.42105263157894735
10,103,70,0.35714285714285715
22,103,130,0.5769230769230769
51,120,195,0.41025641025641024
52,100,310,0.46774193548387094
100,102,190,0.6052631578947368
49,120,240,0.5
29,89,290,0.5172413793103449
102,138,200,0.575
18,136,205,0.6097560975609756
23,30,655,0.4198473282442748
23,73,400,0.4375
4,89,70,0.6428571428571429
8,89,60,0.5833333333333334
15,32,350,0.5571428571428572
32,89,40,0.625
121,128,165,0.48484848484848486
64,91,185,0.3783783783783784
73,137,535,0.5420560747663551
55,91,60,0.4166666666666667
55,138,75,0.6666666666666666
8,10,130,0.2692307692307692
21,109,250,0.36
20,58,130,0.46153846153846156
59,108,270,0.5740740740740741
82,102,125,0.52
13,111,205,0.5853658536585366
4,45,195,0.46153846153846156
34,52,45,0.1111111111111111
43,155,95,0.5263157894736842
41,65,225,0.4222222222222222
47,50,335,0.44776119402985076
44,68,660,0.4015151515151515
32,72,180,0.5555555555555556
121,135,260,0.5384615384615384
74,103,160,0.4375
85,103,60,0.6666666666666666
67,138,280,0.6607142857142857
22,107,435,0.5287356321839081
37,107,290,0.5689655172413793
12,89,45,0.4444444444444444
12,102,235,0.46808510638297873
108,128,285,0.42105263157894735
69,108,240,0.375
23,76,195,0.5128205128205128
108,109,115,0.4782608695652174
44,77,50,0.3
9,89,110,0.4090909090909091
33,44,270,0.46296296296296297
33,48,280,0.44642857142857145
44,48,130,0.38461538461538464
13,33,145,0.3793103448275862
13,57,160,0.5
33,57,55,0.7272727272727273
52,113,35,0.42857142857142855
48,70,130,0.5
61,128,185,0.4594594594594595
129,135,140,0.6071428571428571
20,121,165,0.48484848484848486
88,121,180,0.5555555555555556
21,66,75,0.4
66,81,30,0.3333333333333333
5,82,400,0.5875
110,131,205,0.4146341463414634
33,96,135,0.48148148148148145
37,77,110,0.45454545454545453
73,77,70,0.5
119,121,125,0.56
43,49,170,0.38235294117647056
43,91,130,0.46153846153846156
75,91,175,0.34285714285714286
3,103,40,0.25
81,103,30,0.5
10,75,550,0.35454545454545455
59,120,265,0.4528301886792453
16,43,230,0.5869565217391305
58,121,70,0.5714285714285714
43,74,425,0.36470588235294116
43,95,100,0.5
4,23,175,0.5428571428571428
95,137,70,0.35714285714285715
36,58,325,0.46153846153846156
58,83,15,0.6666666666666666
58,131,65,0.5384615384615384
83,131,65,0.6153846153846154
79,112,110,0.5909090909090909
72,131,100,0.45
38,128,430,0.38372093023255816
3,40,325,0.47692307692307695
3,84,290,0.5344827586206896
13,137,215,0.5813953488372093
61,81,145,0.3793103448275862
81,99,140,0.4642857142857143
48,65,275,0.5454545454545454
45,92,40,0.625
45,99,345,0.463768115942029
92,102,55,0.6363636363636364
28,60,165,0.48484848484848486
2,3,450,0.5666666666666667
34,45,135,0.48148148148148145
6,41,285,0.40350877192982454
49,131,200,0.3
58,107,90,0.5555555555555556
9,131,180,0.6111111111111112
23,82,110,0.4090909090909091
81,100,200,0.5
80,94,85,0.35294117647058826
65,82,90,0.6666666666666666
111,119,115,0.4782608695652174
88,107,150,0.3333333333333333
25,145,400,0.475
21,51,235,0.425531914893617
51,76,145,0.4482758620689655
65,105,295,0.6101694915254238
20,57,140,0.5
20,33,100,0.55
83,96,150,0.6
1,54,520,0.46153846153846156
5,107,360,0.4861111111111111
67,91,205,0.5853658536585366
67,83,230,0.5
23,97,225,0.6444444444444445
23,128,200,0.4
52,103,30,0.6666666666666666
92,103,30,0.5
103,123,90,0.4444444444444444
65,107,85,0.6470588235294118
65,119,135,0.3333333333333333
12,32,230,0.6521739130434783
49,65,175,0.42857142857142855
23,88,195,0.6153846153846154
23,44,335,0.582089552238806
37,109,275,0.4
12,58,170,0.6176470588235294
58,123,180,0.5
43,83,90,0.3333333333333333
43,82,115,0.43478260869565216
45,145,215,0.5116279069767442
82,145,105,0.42857142857142855
19,65,260,0.4230769230769231
65,89,75,0.4
1,12,135,0.4444444444444444
52,62,265,0.4339622641509434
20,89,155,0.45161290322580644
72,89,50,0.3
15,55,65,0.46153846153846156
55,97,100,0.5
69,72,480,0.4479166666666667
48,79,270,0.3148148148148148
79,108,165,0.3939393939393939
20,137,175,0.6
68,98,155,0.6774193548387096
98,137,40,0.625
29,60,205,0.6097560975609756
80,120,120,0.625
80,135,130,0.6153846153846154
41,72,175,0.42857142857142855
39,65,365,0.5342465753424658
36,51,420,0.5476190476190477
58,69,260,0.4807692307692308
58,76,95,0.2631578947368421
57,87,190,0.47368421052631576
61,94,100,0.5
53,131,165,0.42424242424242425
13,23,105,0.38095238095238093
5,89,285,0.3684210526315789
61,89,160,0.5
22,94,865,0.5144508670520231
131,135,180,0.4444444444444444
15,102,215,0.5116279069767442
94,121,175,0.5428571428571428
99,120,385,0.5194805194805194
65,131,110,0.36363636363636365
102,129,240,0.5208333333333334
33,91,95,0.47368421052631576
23,48,315,0.5238095238095238
23,102,100,0.5
37,102,215,0.627906976744186
72,136,125,0.4
55,71,350,0.5571428571428572
55,111,40,0.375
52,80,80,0.4375
51,90,145,0.5172413793103449
9,103,60,0.6666666666666666
34,103,70,0.7142857142857143
89,103,20,0.5
89,108,150,0.43333333333333335
103,108,25,0.6
9,91,115,0.43478260869565216
55,57,55,0.36363636363636365
3,16,180,0.5
52,95,100,0.4
33,113,65,0.6153846153846154
16,81,160,0.65625
44,81,300,0.48333333333333334
81,112,145,0.5172413793103449
7,62,395,0.5189873417721519
120,121,270,0.48148148148148145
46,126,380,0.5
8,66,50,0.6
38,66,80,0.5
66,88,40,0.25
66,99,65,0.46153846153846156
25,55,180,0.4444444444444444
42,55,175,0.6
55,101,165,0.48484848484848486
68,102,170,0.47058823529411764
135,137,65,0.46153846153846156
29,92,110,0.5
68,92,45,0.2222222222222222
37,58,160,0.5
58,114,170,0.5
58,129,190,0.39473684210526316
85,89,230,0.6521739130434783
89,112,85,0.7647058823529411
27,55,280,0.5892857142857143
55,95,40,0.75
55,105,130,0.38461538461538464
95,105,255,0.6078431372549019
62,109,135,0.48148148148148145
59,81,220,0.5
13,138,260,0.5
92,135,75,0.6
65,98,65,0.38461538461538464
101,103,70,0.42857142857142855
103,105,100,0.45
57,69,230,0.5217391304347826
57,105,240,0.6458333333333334
19,109,235,0.3191489361702128
9,121,135,0.6296296296296297
92,126,60,0.5833333333333334
93,109,160,0.40625
49,128,250,0.52
51,136,95,0.631578947368421
106,109,215,0.4418604651162791
43,109,100,0.65
98,112,110,0.5454545454545454
18,43,170,0.38235294117647056
82,90,185,0.7027027027027027
109,121,160,0.59375
66,79,25,0.2
65,108,85,0.5882352941176471
63,107,405,0.4444444444444444
43,58,105,0.47619047619047616
3,89,25,0.8
111,131,95,0.5789473684210527
8,114,455,0.5164835164835165
78,100,80,0.625
48,72,110,0.3181818181818182
72,83,105,0.42857142857142855
58,81,100,0.4
3,96,135,0.37037037037037035
15,60,275,0.5272727272727272
131,145,110,0.5909090909090909
33,34,140,0.42857142857142855
33,99,170,0.5882352941176471
83,101,245,0.5510204081632653
63,77,95,0.42105263157894735
77,108,15,0.6666666666666666
78,108,25,0.4
90,113,165,0.5454545454545454
112,113,220,0.4772727272727273
82,106,110,0.5454545454545454
92,106,85,0.5882352941176471
76,107,145,0.41379310344827586
15,43,275,0.43636363636363634
16,155,155,0.4838709677419355
15,113,210,0.5
17,56,355,0.4788732394366197
102,135,125,0.52
41,44,165,0.42424242424242425
56,138,140,0.5
49,56,290,0.5
87,111,100,0.35
34,49,215,0.3953488372093023
41,48,145,0.3793103448275862
43,55,65,0.3076923076923077
55,112,75,0.5333333333333333
3,61,100,0.5
2,51,320,0.609375
10,12,50,0.5
43,81,125,0.6
61,66,40,0.375
66,138,75,0.5333333333333333
81,121,160,0.59375
20,119,225,0.4666666666666667
96,119,255,0.4117647058823529
23,34,85,0.29411764705882354
32,34,100,0.5
95,107,75,0.4666666666666667
56,72,160,0.34375
4,65,135,0.3333333333333333
19,55,95,0.47368421052631576
20,55,125,0.52
55,76,60,0.75
55,104,100,0.6
4,47,375,0.52
44,56,325,0.4307692307692308
16,108,200,0.55
4,94,115,0.34782608695652173
23,72,120,0.5416666666666666
72,111,115,0.6956521739130435
19,91,290,0.4482758620689655
89,138,50,0.5
65,79,90,0.3888888888888889
79,89,80,0.375
51,83,25,0.8
83,109,70,0.5
21,72,285,0.38596491228070173
120,137,215,0.4186046511627907
22,66,120,0.5833333333333334
23,33,65,0.5384615384615384
33,61,105,0.2857142857142857
33,66,20,0.75
45,68,155,0.5483870967741935
111,128,130,0.7307692307692307
5,91,175,0.42857142857142855
80,91,65,0.7692307692307693
3,119,80,0.375
32,121,155,0.5483870967741935
121,138,240,0.3541666666666667
33,55,55,0.5454545454545454
55,137,45,0.4444444444444444
44,78,115,0.4782608695652174
40,103,135,0.4444444444444444
47,103,90,0.5
103,126,35,0.2857142857142857
65,99,205,0.5853658536585366
55,60,70,0.42857142857142855
95,155,60,0.5833333333333334
61,126,75,0.3333333333333333
76,114,335,0.43283582089552236
76,155,115,0.43478260869565216
4,106,260,0.46153846153846156
4,131,150,0.4
106,131,270,0.42592592592592593
92,119,45,0.6666666666666666
128,155,120,0.375
46,91,260,0.40384615384615385
31,78,210,0.5238095238095238
58,78,30,0.6666666666666666
78,102,20,0.25
38,49,330,0.36363636363636365
76,113,40,0.5
78,89,30,0.5
78,105,200,0.375
96,102,80,0.375
58,60,155,0.3225806451612903
58,88,145,0.41379310344827586
84,112,470,0.6063829787234043
45,101,350,0.5
23,131,180,0.5
51,89,75,0.2
119,128,180,0.5277777777777778
68,83,90,0.3888888888888889
76,83,145,0.5862068965517241
126,137,220,0.5681818181818182
42,103,120,0.625
43,103,45,0.4444444444444444
61,103,50,0.6
10,112,235,0.5106382978723404
65,112,85,0.6470588235294118
83,100,145,0.3793103448275862
94,131,160,0.53125
90,96,185,0.4864864864864865
96,107,125,0.6
4,62,200,0.425
47,79,135,0.48148148148148145
32,67,310,0.6612903225806451
