hero_1,hero_2,games,winrate
64,138,625,0.496
69,123,1140,0.5219298245614035
69,138,965,0.47668393782383417
123,138,465,0.5268817204301075
14,25,3745,0.5006675567423231
25,40,2610,0.49233716475095785
25,73,1415,0.6113074204946997
25,99,1195,0.4811715481171548
40,73,2060,0.5169902912621359
6,30,1955,0.4782608695652174
6,92,150,0.36666666666666664
25,30,2130,0.5046948356807511
25,92,135,0.5555555555555556
25,107,370,0.4594594594594595
30,92,285,0.5263157894736842
30,107,450,0.5777777777777777
92,107,70,0.35714285714285715
28,34,335,0.44776119402985076
28,85,575,0.4956521739130435
28,123,790,0.5316455696202531
34,70,305,0.4098360655737705
34,85,235,0.5106382978723404
34,123,355,0.5492957746478874
70,85,560,0.4642857142857143
85,123,560,0.5625
20,60,525,0.5238095238095238
20,80,125,0.56
20,105,685,0.5547445255474452
20,107,245,0.6122448979591837
60,80,225,0.6444444444444445
60,105,960,0.5364583333333334
60,107,240,0.6041666666666666
80,105,210,0.5238095238095238
80,107,75,0.5333333333333333
105,107,300,0.5833333333333334
6,69,1745,0.44412607449856734
6,74,2170,0.44930875576036866
1,20,830,0.5
1,61,515,0.5242718446601942
20,31,605,0.48760330578512395
20,61,215,0.5348837209302325
20,71,1405,0.5480427046263345
31,61,520,0.5192307692307693
14,52,1360,0.4889705882352941
14,136,1050,0.4380952380952381
41,52,410,0.5
41,136,395,0.45569620253164556
52,79,150,0.5666666666666667
52,136,170,0.4411764705882353
79,136,125,0.44
11,27,2575,0.516504854368932
11,59,760,0.42105263157894735
11,73,1300,0.49230769230769234
27,73,1620,0.5524691358024691
27,86,2400,0.5291666666666667
73,86,2405,0.5550935550935551
13,26,1325,0.4226415094339623
13,67,525,0.5238095238095238
13,104,930,0.478494623655914
26,53,1665,0.47147147147147145
53,67,690,0.5507246376811594
53,104,1240,0.43951612903225806
8,43,480,0.53125
8,86,2650,0.4811320754716981
14,21,2890,0.47231833910034604
21,43,415,0.39759036144578314
21,86,1820,0.4532967032967033
31,41,1275,0.5215686274509804
31,97,1215,0.5432098765432098
35,41,1865,0.514745308310992
37,41,1015,0.5172413793103449
37,97,1010,0.49504950495049505
42,86,3600,0.5611111111111111
48,63,520,0.4807692307692308
48,73,600,0.45
48,97,805,0.5093167701863354
48,129,825,0.4121212121212121
63,129,975,0.441025641025641
73,97,1020,0.4852941176470588
73,129,865,0.45664739884393063
6,28,1025,0.4634146341463415
6,62,640,0.484375
6,106,930,0.4946236559139785
25,28,1120,0.5401785714285714
25,62,655,0.5419847328244275
25,106,415,0.4457831325301205
28,106,640,0.53125
62,106,460,0.5
1,39,1685,0.5192878338278932
26,97,2120,0.47877358490566035
97,114,795,0.41509433962264153
40,84,2760,0.4927536231884058
42,69,1275,0.592156862745098
42,93,1945,0.5681233933161953
69,84,2210,0.49547511312217196
69,93,2665,0.5422138836772983
14,107,755,0.4966887417218543
49,104,510,0.5784313725490197
49,106,360,0.5972222222222222
49,107,185,0.32432432432432434
104,107,365,0.4383561643835616
106,107,155,0.6129032258064516
42,63,1535,0.495114006514658
42,85,1250,0.56
42,98,210,0.38095238095238093
63,98,400,0.375
85,98,205,0.34146341463414637
5,22,1335,0.5131086142322098
5,29,1815,0.5702479338842975
5,36,1755,0.5441595441595442
22,42,2820,0.5585106382978723
29,36,1615,0.6377708978328174
29,42,1400,0.5857142857142857
36,42,2020,0.5074257425742574
6,50,475,0.5684210526315789
6,83,400,0.525
39,50,580,0.5086206896551724
39,83,360,0.4722222222222222
50,83,95,0.631578947368421
50,104,925,0.5459459459459459
83,104,565,0.5398230088495575
6,66,80,0.625
6,94,150,0.4666666666666667
66,74,155,0.4838709677419355
66,86,115,0.4782608695652174
66,94,30,0.5
36,41,1305,0.5095785440613027
36,97,1070,0.5560747663551402
75,97,1010,0.5445544554455446
7,29,1140,0.5657894736842105
7,56,705,0.5531914893617021
27,56,1065,0.5539906103286385
29,129,215,0.5116279069767442
56,129,515,0.4077669902912621
36,55,185,0.43243243243243246
36,61,310,0.6129032258064516
55,61,65,0.5384615384615384
55,63,200,0.45
55,75,180,0.3611111111111111
61,63,300,0.35
61,75,290,0.4827586206896552
37,112,205,0.43902439024390244
41,99,765,0.5424836601307189
86,112,660,0.5454545454545454
99,112,380,0.618421052631579
1,14,3875,0.49806451612903224
1,64,1445,0.48788927335640137
2,20,1085,0.5576036866359447
2,46,1065,0.5070422535211268
20,30,730,0.5342465753424658
20,46,485,0.4845360824742268
30,36,2450,0.5510204081632653
30,46,1190,0.47478991596638653
36,46,755,0.46357615894039733
14,96,1210,0.4793388429752066
14,110,1765,0.5325779036827195
22,96,915,0.45901639344262296
22,111,395,0.6075949367088608
96,110,315,0.5238095238095238
96,111,230,0.5
110,111,170,0.5882352941176471
33,72,105,0.7142857142857143
33,84,355,0.6197183098591549
33,94,165,0.45454545454545453
33,100,150,0.6
72,84,625,0.512
72,94,80,0.5625
84,94,880,0.5284090909090909
94,100,330,0.4696969696969697
36,53,930,0.43548387096774194
36,105,1590,0.5345911949685535
53,105,765,0.43137254901960786
29,48,1230,0.5487804878048781
29,76,945,0.5079365079365079
29,128,805,0.5217391304347826
30,48,1265,0.5059288537549407
30,76,890,0.5224719101123596
48,76,325,0.46153846153846156
48,128,365,0.3835616438356164
76,128,170,0.35294117647058826
21,84,1595,0.4263322884012539
21,104,1855,0.46630727762803237
11,111,550,0.41818181818181815
15,41,755,0.46357615894039733
15,86,1435,0.4738675958188153
41,111,355,0.5070422535211268
86,111,565,0.5663716814159292
2,83,380,0.4605263157894737
2,87,1005,0.5174129353233831
17,83,275,0.4727272727272727
83,87,125,0.44
8,39,1900,0.5236842105263158
8,62,825,0.5393939393939394
8,85,1095,0.5068493150684932
53,62,315,0.49206349206349204
62,85,355,0.5774647887323944
11,135,805,0.45962732919254656
14,135,1275,0.5058823529411764
86,135,1035,0.5265700483091788
93,135,775,0.5290322580645161
42,62,995,0.5628140703517588
42,68,1230,0.5650406504065041
59,68,420,0.4166666666666667
59,84,1035,0.4251207729468599
62,68,275,0.4
62,84,630,0.3888888888888889
68,84,795,0.5094339622641509
21,37,885,0.423728813559322
21,129,755,0.37748344370860926
37,70,680,0.4264705882352941
37,123,440,0.5454545454545454
37,129,1045,0.48325358851674644
26,99,2470,0.47368421052631576
35,54,3220,0.5124223602484472
35,99,1900,0.5052631578947369
54,63,1090,0.5091743119266054
63,99,1025,0.4926829268292683
8,9,995,0.4723618090452261
8,16,970,0.5618556701030928
8,46,295,0.3220338983050847
8,97,1195,0.5523012552301255
9,46,360,0.4305555555555556
16,46,540,0.4537037037037037
16,97,670,0.5597014925373134
46,97,620,0.5403225806451613
37,105,660,0.5303030303030303
42,71,3690,0.5420054200542005
42,105,1840,0.5
14,123,1990,0.5402010050251256
39,93,2670,0.5374531835205992
39,135,715,0.4965034965034965
123,135,580,0.4827586206896552
2,113,740,0.5202702702702703
12,113,380,0.6052631578947368
86,101,1650,0.4696969696969697
86,113,595,0.5462184873949579
101,113,405,0.4567901234567901
11,22,1825,0.4328767123287671
11,54,1795,0.5292479108635098
11,74,1875,0.43466666666666665
22,74,2165,0.49653579676674364
54,74,3405,0.5066079295154186
31,89,300,0.5166666666666667
31,105,860,0.5581395348837209
33,39,300,0.5
33,89,90,0.5555555555555556
33,105,195,0.6923076923076923
39,89,335,0.5522388059701493
39,105,1405,0.5373665480427047
89,105,345,0.5362318840579711
21,41,980,0.46938775510204084
21,71,2395,0.46555323590814196
35,84,3635,0.5020632737276479
41,84,1645,0.513677811550152
71,84,3300,0.5060606060606061
8,87,1025,0.4634146341463415
39,84,2465,0.4969574036511156
39,87,1175,0.4808510638297872
39,108,990,0.48484848484848486
84,87,935,0.47593582887700536
84,108,900,0.5111111111111111
87,108,540,0.5092592592592593
5,11,1425,0.48771929824561405
11,40,2710,0.47601476014760147
54,69,2270,0.5044052863436124
8,52,615,0.5203252032520326
8,79,380,0.5789473684210527
8,93,580,0.35344827586206895
52,86,845,0.46745562130177515
52,93,840,0.48214285714285715
79,86,395,0.5316455696202531
75,110,520,0.5192307692307693
11,39,1120,0.5223214285714286
11,109,335,0.40298507462686567
38,39,1120,0.45089285714285715
38,74,1630,0.43558282208588955
38,109,310,0.5161290322580645
39,74,1485,0.468013468013468
39,109,475,0.5052631578947369
74,109,590,0.3728813559322034
10,23,200,0.425
10,53,290,0.3793103448275862
10,59,440,0.4659090909090909
23,53,380,0.39473684210526316
23,59,210,0.5714285714285714
23,87,325,0.4
53,59,490,0.46938775510204084
53,87,395,0.3924050632911392
59,87,425,0.4588235294117647
13,35,515,0.4854368932038835
13,51,125,0.6
13,60,480,0.4375
13,121,300,0.4
35,51,635,0.48031496062992124
35,121,740,0.4797297297297297
51,60,220,0.5227272727272727
51,121,80,0.5
60,121,365,0.5068493150684932
19,29,980,0.5204081632653061
19,31,845,0.5088757396449705
19,46,520,0.4423076923076923
19,52,285,0.42105263157894735
29,52,820,0.5426829268292683
31,46,845,0.4911242603550296
46,52,225,0.4666666666666667
8,19,830,0.4819277108433735
8,29,2125,0.5247058823529411
16,19,495,0.40404040404040403
16,29,475,0.42105263157894735
16,69,575,0.46956521739130436
29,69,710,0.5704225352112676
26,75,2310,0.47619047619047616
14,37,2055,0.4793187347931874
29,35,3180,0.5188679245283019
37,40,1250,0.484
11,100,1155,0.4588744588744589
27,100,720,0.4791666666666667
27,120,1165,0.5021459227467812
27,155,315,0.42857142857142855
100,120,590,0.5
100,155,185,0.5945945945945946
120,155,145,0.4827586206896552
26,85,1660,0.5240963855421686
84,85,1115,0.5291479820627802
12,48,90,0.6666666666666666
12,96,355,0.5352112676056338
12,106,585,0.5726495726495726
48,96,435,0.4367816091954023
48,105,865,0.4393063583815029
48,106,610,0.5573770491803278
96,105,445,0.5730337078651685
96,106,470,0.5957446808510638
2,21,1555,0.4630225080385852
2,55,130,0.5769230769230769
8,55,250,0.48
21,46,525,0.37142857142857144
21,55,170,0.4117647058823529
46,55,165,0.45454545454545453
15,99,305,0.4426229508196721
39,86,2675,0.4785046728971963
71,99,1720,0.5261627906976745
19,36,960,0.4791666666666667
19,48,575,0.5217391304347826
19,84,1115,0.452914798206278
19,101,830,0.4759036144578313
48,101,835,0.5209580838323353
31,110,735,0.5578231292517006
31,114,1210,0.5247933884297521
61,110,260,0.46153846153846156
61,114,240,0.4791666666666667
61,129,210,0.5714285714285714
110,129,650,0.5230769230769231
5,51,270,0.48148148148148145
5,56,730,0.4863013698630137
5,58,195,0.5641025641025641
5,67,1230,0.6056910569105691
51,56,165,0.48484848484848486
51,67,290,0.4827586206896552
56,58,170,0.5294117647058824
56,67,290,0.5
58,67,225,0.6
35,74,2590,0.4594594594594595
35,94,830,0.5662650602409639
35,129,1615,0.4520123839009288
55,74,320,0.390625
55,94,70,0.35714285714285715
55,129,60,0.25
94,129,480,0.3958333333333333
25,114,1170,0.41452991452991456
104,114,1445,0.47058823529411764
5,96,610,0.5327868852459017
11,96,725,0.4689655172413793
11,126,605,0.47107438016528924
96,126,335,0.4925373134328358
25,41,1310,0.5152671755725191
41,104,1525,0.49508196721311476
12,60,585,0.5897435897435898
12,114,270,0.48148148148148145
60,64,950,0.5157894736842106
60,113,315,0.5396825396825397
60,114,800,0.48125
64,113,340,0.5588235294117647
47,119,310,0.43548387096774194
54,119,895,0.43575418994413406
75,119,280,0.48214285714285715
21,128,410,0.4634146341463415
41,128,665,0.48872180451127817
71,112,685,0.5255474452554745
71,128,975,0.4564102564102564
112,128,145,0.6206896551724138
11,23,495,0.4444444444444444
11,49,570,0.42105263157894735
21,23,390,0.5128205128205128
21,49,580,0.5172413793103449
21,105,965,0.43523316062176165
23,49,130,0.6153846153846154
23,105,430,0.5
49,105,615,0.5121951219512195
5,73,1320,0.5606060606060606
35,73,1905,0.4566929133858268
35,96,1215,0.5432098765432098
73,96,465,0.5268817204301075
74,96,800,0.5125
11,44,910,0.43956043956043955
11,101,1650,0.4727272727272727
11,108,725,0.5655172413793104
44,73,530,0.5094339622641509
44,108,585,0.39316239316239315
73,101,1350,0.4962962962962963
73,108,635,0.48031496062992124
28,42,810,0.5679012345679012
28,74,1470,0.5340136054421769
28,88,685,0.6058394160583942
42,74,3115,0.48635634028892455
42,88,1230,0.5691056910569106
37,64,605,0.4793388429752066
37,95,230,0.6304347826086957
42,95,265,0.5471698113207547
64,95,235,0.5531914893617021
1,2,1905,0.5118110236220472
1,27,2205,0.48299319727891155
1,63,675,0.48148148148148145
63,88,840,0.5357142857142857
12,43,370,0.44594594594594594
12,90,465,0.6666666666666666
43,104,490,0.5102040816326531
75,90,325,0.6153846153846154
5,28,1115,0.5605381165919282
5,78,215,0.4883720930232558
28,78,40,0.5
28,93,1470,0.5476190476190477
78,93,285,0.5263157894736842
37,63,1150,0.49130434782608695
60,87,630,0.5158730158730159
60,97,515,0.47572815533980584
60,112,405,0.6049382716049383
87,112,165,0.48484848484848486
97,112,335,0.44776119402985076
25,29,2265,0.5673289183222958
25,35,1820,0.49175824175824173
19,42,995,0.4824120603015075
19,90,285,0.43859649122807015
19,99,450,0.43333333333333335
19,119,280,0.5178571428571429
42,90,720,0.4930555555555556
42,99,675,0.5037037037037037
42,119,850,0.5294117647058824
90,119,155,0.4838709677419355
99,119,490,0.5306122448979592
42,73,1285,0.5797665369649806
42,97,1100,0.55
6,9,845,0.5207100591715976
6,47,760,0.5394736842105263
7,9,890,0.5393258426966292
9,47,605,0.5289256198347108
38,53,680,0.36764705882352944
38,85,670,0.5149253731343284
38,106,590,0.559322033898305
53,88,370,0.5945945945945946
53,106,515,0.4368932038834951
85,88,550,0.6181818181818182
85,106,530,0.5943396226415094
88,106,565,0.5132743362831859
16,84,1275,0.49019607843137253
16,93,1445,0.4602076124567474
54,85,1425,0.5263157894736842
54,135,1005,0.5422885572139303
71,85,1445,0.5813148788927336
71,135,1195,0.5815899581589958
5,128,395,0.5316455696202531
22,28,1305,0.5555555555555556
22,67,1705,0.592375366568915
22,128,610,0.4918032786885246
28,67,895,0.5363128491620112
28,128,405,0.5802469135802469
67,128,575,0.4956521739130435
3,12,290,0.5862068965517241
3,43,120,0.5833333333333334
3,45,80,0.5625
3,71,505,0.46534653465346537
12,45,270,0.5
43,45,185,0.5135135135135135
10,50,325,0.35384615384615387
10,81,205,0.3902439024390244
10,82,220,0.5681818181818182
50,81,160,0.75
50,82,210,0.6428571428571429
50,105,415,0.4578313253012048
81,82,145,0.5172413793103449
81,105,370,0.4594594594594595
82,105,460,0.5434782608695652
36,39,1090,0.5045871559633027
36,49,830,0.5120481927710844
36,78,185,0.43243243243243246
39,49,700,0.4857142857142857
39,78,235,0.48936170212765956
49,78,35,0.2857142857142857
49,86,1255,0.47808764940239046
78,86,345,0.37681159420289856
14,67,2865,0.5445026178010471
19,67,630,0.46825396825396826
29,112,525,0.5047619047619047
29,114,1545,0.5598705501618123
30,112,405,0.49382716049382713
74,112,685,0.43795620437956206
112,114,405,0.5308641975308642
19,25,995,0.47738693467336685
19,108,295,0.559322033898305
19,121,260,0.4423076923076923
25,108,880,0.48295454545454547
25,121,610,0.5573770491803278
25,131,450,0.3888888888888889
108,121,285,0.43859649122807015
108,131,210,0.40476190476190477
121,131,70,0.35714285714285715
46,71,1625,0.4553846153846154
60,71,1650,0.5757575757575758
11,28,1240,0.532258064516129
11,137,460,0.5108695652173914
28,30,1550,0.5193548387096775
28,137,115,0.6086956521739131
30,137,590,0.559322033898305
90,137,160,0.65625
27,106,1415,0.5724381625441696
27,135,940,0.5638297872340425
36,106,530,0.5
36,135,610,0.5
41,106,540,0.5277777777777778
41,135,490,0.4489795918367347
106,135,430,0.6046511627906976
9,71,1440,0.53125
9,76,305,0.4918032786885246
9,90,260,0.6538461538461539
70,76,280,0.5357142857142857
76,90,105,0.6666666666666666
19,107,210,0.5476190476190477
19,123,555,0.5315315315315315
42,75,2135,0.5269320843091335
42,107,475,0.5157894736842106
75,107,305,0.6065573770491803
107,123,255,0.49019607843137253
21,29,1480,0.5878378378378378
21,48,690,0.4420289855072464
21,121,360,0.4166666666666667
29,121,595,0.5042016806722689
46,48,170,0.5882352941176471
46,121,255,0.47058823529411764
48,121,330,0.6060606060606061
2,121,730,0.541095890410959
12,22,1050,0.5952380952380952
12,121,415,0.5060240963855421
22,40,2210,0.4638009049773756
22,121,455,0.34065934065934067
21,25,1145,0.5021834061135371
21,82,325,0.6923076923076923
21,98,195,0.28205128205128205
25,74,1390,0.49640287769784175
25,82,205,0.7317073170731707
25,98,385,0.4155844155844156
74,82,440,0.4772727272727273
74,98,485,0.32989690721649484
82,98,125,0.4
27,57,440,0.4659090909090909
27,74,3155,0.5007923930269413
27,136,680,0.5367647058823529
44,57,285,0.40350877192982454
44,74,1660,0.43373493975903615
44,136,365,0.410958904109589
57,74,530,0.4716981132075472
57,136,160,0.53125
74,136,705,0.44680851063829785
1,5,1470,0.5204081632653061
1,17,975,0.4256410256410256
5,84,1420,0.45774647887323944
5,114,1065,0.5117370892018779
17,114,680,0.45588235294117646
84,114,1395,0.4551971326164875
10,57,160,0.46875
10,61,265,0.4716981132075472
10,64,660,0.4318181818181818
10,71,1445,0.4602076124567474
57,61,120,0.4166666666666667
57,64,260,0.5192307692307693
57,71,480,0.5104166666666666
61,64,340,0.5147058823529411
54,93,835,0.4491017964071856
54,145,375,0.5333333333333333
75,145,460,0.4673913043478261
93,145,350,0.5857142857142857
25,42,2420,0.5495867768595041
25,96,715,0.5314685314685315
30,96,795,0.4591194968553459
41,96,435,0.5057471264367817
42,96,410,0.4878048780487805
31,64,840,0.5059523809523809
31,107,410,0.4878048780487805
52,54,945,0.47619047619047616
52,64,555,0.5225225225225225
52,107,120,0.375
54,107,630,0.46825396825396826
64,107,265,0.5660377358490566
48,86,1660,0.536144578313253
48,108,530,0.5094339622641509
53,86,1145,0.4672489082969432
53,108,460,0.45652173913043476
86,106,1710,0.5614035087719298
86,108,1225,0.4816326530612245
106,108,465,0.5698924731182796
16,18,255,0.45098039215686275
16,26,2135,0.4964871194379391
16,27,1425,0.5473684210526316
16,71,1540,0.5227272727272727
18,26,1055,0.4928909952606635
18,27,720,0.5902777777777778
37,39,1475,0.5186440677966102
37,67,1155,0.5021645021645021
37,119,230,0.391304347826087
39,119,720,0.4027777777777778
42,67,965,0.6217616580310881
67,119,515,0.4563106796116505
5,6,1390,0.5
6,64,1225,0.46530612244897956
29,64,1670,0.5149700598802395
64,126,805,0.5217391304347826
5,110,580,0.5689655172413793
35,86,3655,0.53077975376197
48,110,605,0.5454545454545454
86,110,1215,0.588477366255144
36,87,1155,0.5757575757575758
36,98,285,0.5087719298245614
53,98,245,0.4897959183673469
71,98,615,0.4796747967479675
87,98,245,0.42857142857142855
8,121,580,0.4224137931034483
8,137,425,0.43529411764705883
25,27,2220,0.5180180180180181
25,137,485,0.4742268041237113
27,121,485,0.4845360824742268
27,137,760,0.5197368421052632
121,137,215,0.6976744186046512
26,129,2325,0.3956989247311828
88,129,525,0.5047619047619047
15,19,665,0.45112781954887216
15,46,380,0.42105263157894735
39,46,780,0.40384615384615385
46,84,1150,0.4260869565217391
41,105,1185,0.510548523206751
62,105,410,0.5121951219512195
37,136,435,0.45977011494252873
67,136,455,0.5604395604395604
71,136,860,0.4476744186046512
88,136,245,0.5306122448979592
14,131,700,0.38571428571428573
36,44,1345,0.4349442379182156
44,71,2040,0.4534313725490196
44,131,300,0.4666666666666667
17,22,825,0.509090909090909
17,104,1535,0.4723127035830619
71,97,1635,0.5045871559633027
11,34,355,0.323943661971831
11,70,675,0.4148148148148148
11,112,495,0.46464646464646464
34,106,60,0.6666666666666666
34,112,145,0.4827586206896552
70,106,625,0.536
70,112,355,0.43661971830985913
106,112,335,0.44776119402985076
9,111,190,0.5263157894736842
9,120,470,0.4574468085106383
47,111,280,0.48214285714285715
47,120,305,0.4918032786885246
54,111,705,0.5531914893617021
54,120,1275,0.4823529411764706
111,120,325,0.49230769230769234
19,20,495,0.494949494949495
19,87,565,0.37168141592920356
20,39,870,0.4942528735632184
20,63,750,0.48
16,30,1215,0.5102880658436214
16,96,155,0.3870967741935484
16,111,300,0.43333333333333335
18,30,750,0.4866666666666667
18,96,210,0.6190476190476191
18,111,130,0.4230769230769231
30,111,295,0.6440677966101694
26,60,2330,0.5257510729613734
60,74,1700,0.47352941176470587
1,81,390,0.5256410256410257
1,129,965,0.43005181347150256
7,81,340,0.5588235294117647
31,81,455,0.5054945054945055
81,129,105,0.42857142857142855
20,84,955,0.49214659685863876
20,99,640,0.6171875
14,101,2745,0.5100182149362478
69,101,1775,0.4619718309859155
26,38,2480,0.44556451612903225
38,59,555,0.4594594594594595
39,59,415,0.40963855421686746
39,70,1010,0.4207920792079208
18,74,835,0.49700598802395207
18,84,675,0.5111111111111111
18,104,630,0.6190476190476191
74,84,2735,0.46617915904936014
74,104,3870,0.49870801033591733
5,45,295,0.5423728813559322
5,62,370,0.6216216216216216
11,45,535,0.48598130841121495
11,62,680,0.5367647058823529
28,45,350,0.5571428571428572
45,62,175,0.6
18,59,260,0.5769230769230769
18,75,470,0.574468085106383
16,64,800,0.45625
16,86,1605,0.514018691588785
16,120,385,0.5324675324675324
93,120,1000,0.535
1,8,255,0.4117647058823529
8,63,755,0.46357615894039733
11,63,1250,0.444
7,82,440,0.5795454545454546
7,119,500,0.49
50,119,100,0.6
82,119,230,0.6304347826086957
114,119,455,0.4945054945054945
38,93,1105,0.49321266968325794
56,64,530,0.4056603773584906
56,74,925,0.42702702702702705
56,85,490,0.5612244897959183
56,136,230,0.4782608695652174
64,74,1815,0.4490358126721763
64,85,695,0.4892086330935252
64,136,370,0.47297297297297297
74,85,1450,0.4586206896551724
85,136,345,0.5072463768115942
11,92,220,0.5227272727272727
12,92,200,0.45
92,105,185,0.5135135135135135
92,123,165,0.5757575757575758
105,123,725,0.36551724137931035
35,42,3690,0.5704607046070461
35,50,850,0.5529411764705883
42,50,760,0.5526315789473685
42,128,810,0.5679012345679012
42,129,695,0.4892086330935252
50,129,355,0.43661971830985913
128,129,520,0.4807692307692308
8,36,1830,0.5109289617486339
8,60,965,0.49222797927461137
35,53,1310,0.45038167938931295
53,60,540,0.4537037037037037
2,76,875,0.5142857142857142
73,76,585,0.5726495726495726
17,64,1030,0.4320388349514563
17,75,935,0.5935828877005348
17,94,265,0.4339622641509434
17,137,240,0.4166666666666667
64,75,840,0.5297619047619048
64,137,395,0.45569620253164556
75,137,405,0.48148148148148145
94,137,205,0.6097560975609756
11,55,225,0.5111111111111111
31,55,200,0.725
31,74,2120,0.46226415094339623
55,123,135,0.5185185185185185
1,110,785,0.5414012738853503
39,110,935,0.5133689839572193
22,75,1220,0.4959016393442623
22,100,695,0.5179856115107914
53,75,635,0.48031496062992124
53,80,180,0.5833333333333334
75,80,250,0.56
75,100,500,0.58
80,100,175,0.6
11,84,2410,0.524896265560166
14,38,2570,0.4708171206225681
14,119,1005,0.4129353233830846
38,54,1195,0.4393305439330544
38,119,405,0.49382716049382713
6,110,900,0.5388888888888889
5,7,1185,0.5485232067510548
5,95,245,0.5510204081632653
7,95,295,0.5084745762711864
7,101,1340,0.4925373134328358
35,95,450,0.5555555555555556
95,101,235,0.5319148936170213
36,136,555,0.45045045045045046
62,86,850,0.5470588235294118
62,136,135,0.5185185185185185
86,136,720,0.5694444444444444
14,145,1015,0.47783251231527096
64,88,560,0.4732142857142857
64,145,415,0.3855421686746988
23,40,770,0.43506493506493504
23,84,685,0.5693430656934306
23,138,240,0.4166666666666667
40,138,1090,0.46788990825688076
54,138,370,0.4594594594594595
84,138,1175,0.4723404255319149
34,92,55,0.2727272727272727
34,105,550,0.39090909090909093
42,92,225,0.5111111111111111
84,92,240,0.5208333333333334
84,105,1500,0.5233333333333333
12,38,605,0.5206611570247934
12,103,80,0.4375
12,110,620,0.6209677419354839
38,103,50,0.4
38,110,600,0.4583333333333333
86,103,140,0.5
103,110,35,0.5714285714285714
31,57,300,0.38333333333333336
31,91,260,0.4807692307692308
61,91,205,0.4146341463414634
61,93,510,0.5098039215686274
15,29,570,0.49122807017543857
15,128,320,0.453125
30,52,905,0.5469613259668509
2,128,740,0.4864864864864865
12,25,1010,0.45544554455445546
12,128,315,0.5238095238095238
25,87,1030,0.48058252427184467
25,128,575,0.4434782608695652
87,128,260,0.34615384615384615
1,42,1205,0.5145228215767634
1,94,190,0.47368421052631576
27,94,990,0.5151515151515151
42,94,515,0.5728155339805825
47,94,395,0.5822784810126582
93,155,500,0.58
104,155,300,0.5
138,155,155,0.6451612903225806
74,135,1025,0.4878048780487805
13,25,240,0.375
13,48,395,0.5443037974683544
25,48,920,0.5054347826086957
25,97,1160,0.5086206896551724
11,61,455,0.5274725274725275
28,61,240,0.5833333333333334
28,108,165,0.5454545454545454
61,108,135,0.5185185185185185
71,108,1135,0.4713656387665198
67,70,110,0.45454545454545453
67,74,1880,0.5372340425531915
70,74,1435,0.445993031358885
74,106,675,0.4148148148148148
13,46,390,0.5256410256410257
13,73,725,0.4827586206896552
30,86,2480,0.5181451612903226
46,73,460,0.5434782608695652
46,86,1540,0.5194805194805194
16,73,930,0.5161290322580645
16,112,240,0.625
16,138,450,0.37777777777777777
73,112,495,0.5656565656565656
73,138,455,0.46153846153846156
112,138,190,0.4473684210526316
8,74,2190,0.4703196347031963
8,129,1005,0.4527363184079602
17,74,715,0.5034965034965035
17,129,670,0.41044776119402987
18,35,905,0.5414364640883977
18,112,220,0.6363636363636364
35,47,1345,0.44981412639405205
35,112,685,0.44525547445255476
47,104,1020,0.5686274509803921
47,112,290,0.5
29,34,480,0.4375
34,88,255,0.4117647058823529
70,88,370,0.5675675675675675
12,84,1045,0.5454545454545454
31,155,205,0.3902439024390244
84,155,305,0.5737704918032787
29,49,500,0.47
29,66,80,0.625
36,66,105,0.2857142857142857
40,49,1275,0.43529411764705883
40,66,75,0.3333333333333333
49,66,35,0.7142857142857143
54,68,1300,0.43846153846153846
54,76,1040,0.4855769230769231
54,96,870,0.5689655172413793
68,76,385,0.4675324675324675
68,88,365,0.547945205479452
68,96,360,0.5138888888888888
76,96,375,0.48
88,96,290,0.46551724137931033
2,18,595,0.5630252100840336
18,64,455,0.4725274725274725
18,105,460,0.4782608695652174
64,105,740,0.47297297297297297
21,99,975,0.5076923076923077
43,62,185,0.5405405405405406
43,99,275,0.4909090909090909
62,71,910,0.521978021978022
62,99,480,0.5416666666666666
1,13,620,0.4112903225806452
13,52,60,0.3333333333333333
1,85,970,0.5103092783505154
1,128,675,0.4222222222222222
39,128,695,0.45323741007194246
85,128,275,0.4909090909090909
35,66,105,0.42857142857142855
41,46,255,0.45098039215686275
41,66,75,0.4
46,66,55,0.2727272727272727
46,110,585,0.48717948717948717
66,110,40,0.75
7,43,455,0.5274725274725275
7,64,1225,0.4448979591836735
20,21,655,0.5419847328244275
20,43,285,0.5087719298245614
20,64,525,0.4857142857142857
21,64,1015,0.4236453201970443
43,64,400,0.4
15,47,565,0.4424778761061947
26,47,2145,0.4731934731934732
39,47,825,0.4303030303030303
47,71,2095,0.522673031026253
12,47,460,0.5760869565217391
12,53,410,0.4878048780487805
12,129,595,0.4789915966386555
47,129,530,0.3867924528301887
53,129,630,0.4365079365079365
2,37,1615,0.47678018575851394
7,37,1110,0.5045045045045045
37,84,1255,0.4541832669322709
12,59,530,0.49056603773584906
12,135,360,0.6805555555555556
26,135,1360,0.4411764705882353
59,135,305,0.5737704918032787
18,20,280,0.5714285714285714
18,98,100,0.35
18,106,245,0.42857142857142855
20,98,235,0.3829787234042553
20,106,520,0.5384615384615384
20,123,445,0.5730337078651685
98,106,255,0.47058823529411764
98,123,270,0.46296296296296297
106,123,655,0.4961832061068702
6,119,555,0.4774774774774775
6,129,1000,0.43
71,119,795,0.48427672955974843
119,129,390,0.47435897435897434
54,108,1095,0.5205479452054794
